"Tweet date","Display name","Username","Tweet URL","Tweet content","Retweets","Likes"
"2019/12/21 2:49","あるかなポリプ藩主💭","@grandguardryde","https://twitter.com/grandguardryde/status/1208082113397846016","平成が代<br><br>作詞:吉幾三<br>作曲:滝廉太郎<br>絵:フェルメール<br><br>平成が代は 現代にエクストリーム現代に<br><br>ゴミ共の集まった雑魚惑星となりて<br><br>カスみたいなクソ地面に化石にされるまで<br>https://shindanmaker.com/893413","1","2"
"2019/12/7 23:33","格尔尼卡.bin","@gernikay361","https://twitter.com/gernikay361/status/1203321575170162689","クソガキが代<br><br>作詞:豊田真由子<br>作曲:豊田真由子<br>イラスト:鬱のお前<br><br>クソガキが代は 世界代にメガ世界代に<br><br>滝廉太郎らに破壊された異常惑星となりて<br><br>マジのカスの地球とかいう惑星に化石にされるまで<br>https://shindanmaker.com/893413","","3"
"2019/12/7 22:03","加速🌊🐟","@ksk_nel","https://twitter.com/ksk_nel/status/1203299036154871808","ねこちゃんが代<br><br>作詞:米津玄師<br>作曲:安倍晋三<br>歌:米津玄師<br><br>ねこちゃんが代は 五千兆代にスーパー五千兆代に<br><br>ガチのクソのアホ隕石となりて<br><br>マジの屑のクソ灼熱太陽フレアに全身を吹き飛ばされるまで<br>https://shindanmaker.com/893413","2","6"
"2019/11/18 16:18","よーらいくん🅴","@7ck_13","https://twitter.com/7ck_13/status/1196326735781998592","クソが代<br><br>作詞:豊田真由子<br>作曲:ダパンプ<br>絵:フェルメール<br><br>クソが代は 無限代にウルトラ無限代に<br><br>五億年間汚され続けたアホ隕石となりて<br><br>異常にデカくなった超巨大隕石に存在を消されるまで<br>http://shindanmaker.com/893413","1","4"
"2019/11/18 12:05","ぷはぁりあ","@phra_rupaNEO","https://twitter.com/phra_rupaNEO/status/1196263192982216704","王(メルエム)が代<br><br>作詞:ネフェルピトー<br>作曲:シャウアプフ<br>動画:モントゥトゥユピー<br><br>王が代は コラボ先にアンチダメージウォールに<br><br>ジンの人権のクエストとなりて<br><br>センコウとハツドウみたいな超アンチ重力バリアの加速でのイレバンに焼かれるまで<br>https://shindanmaker.com/893413","1",""
"2019/11/5 20:31","Fal","@F4LFER","https://twitter.com/F4LFER/status/1191679538423451648","ゴミが代<br><br>作詞:毒中居正広<br>作曲:狂ったしらん奴<br>映像:いらすとや<br><br>ゴミが代は 先代にガチ先代に<br><br>ガチのクソのクソのゴミ惑星となりて<br><br>銀河級の超巨大爆裂地球とかいう惑星に身体をバラバラにされるまで<br>http://shindanmaker.com/893413","5","10"
"2019/11/5 19:00","いぬドッグくん爆誕","@1NU_ALLERGY","https://twitter.com/1NU_ALLERGY/status/1191656595790237696","ウンコが代<br><br>作詞:毒中居正広<br>作曲:豊田真由子<br>Movie:爆裂しとる雪舟<br><br>ウンコが代は 次元代にハイパー次元代に<br><br>クソみたいな人類に侵された屑みたいな石となりて<br><br>ゴミ屑以下のクソただの石の塊にゴミ以下の存在に扱われるまで<br>http://shindanmaker.com/893413","",""
"2019/10/21 19:14","🌱き゛ゅうにゅう","@rainy_comet","https://twitter.com/rainy_comet/status/1186224248047558656","クソが代<br><br>作詞:しらん奴<br>作曲:バルーン<br>その他:紫式部<br><br>クソが代は 無限代にクソ無限代に<br><br>クソデカ雑音の異常惑星となりて<br><br>極悪低音地球とかいう惑星に化石にされるまで<br>http://shindanmaker.com/893413","","3"
"2019/10/2 11:32","Fal","@F4LFER","https://twitter.com/F4LFER/status/1179222478368976897","舐めすぎが代<br><br>作詞:豊田真由子<br>作曲:吉幾三<br>絵:いらすとや<br><br>舐めすぎが代は 無限代にクソ無限代に<br><br>バカデカい屑みたいな石となりて<br><br>ウンコみたいな雑魚惑星に消し飛ばされるまで<br>http://shindanmaker.com/893413","","9"
"2019/10/1 19:20","ケラ@うめこんぶ","@surprise_ray","https://twitter.com/surprise_ray/status/1178978104053645312","クソが代<br><br>作詞:しらん奴<br>作曲:バルーン<br>その他:紫式部<br><br>クソが代は 無限代にクソ無限代に<br><br>クソデカ雑音の異常惑星となりて<br><br>極悪低音地球とかいう惑星に化石にされるまで<br>http://shindanmaker.com/893413","",""
"2019/10/1 14:17","よーらいくん🅴","@7ck_13","https://twitter.com/7ck_13/status/1178901721768173569","クソが代<br><br>作詞:豊田真由子<br>作曲:ダパンプ<br>絵:フェルメール<br><br>クソが代は 無限代にウルトラ無限代に<br><br>五億年間汚され続けたアホ隕石となりて<br><br>異常にデカくなった超巨大隕石に存在を消されるまで<br>http://shindanmaker.com/893413","","1"
"2019/10/1 12:56","Fal","@F4LFER","https://twitter.com/F4LFER/status/1178881396497993728","無敵が代<br><br>作詞:バルーン<br>作曲:星野源<br>BGA:鬱のゲルニカ<br><br>無敵が代は 日本代にウルトラ日本代に<br><br>クソすぎる超究極スフィアとなりて<br><br>バイオレント爆速さざれ石に跡形も残らず消し飛ばすまで<br>http://shindanmaker.com/893413","1","6"
"2019/9/30 19:35","格尔尼卡.bin","@gernikay361","https://twitter.com/gernikay361/status/1178619266729299969","アホが代<br><br>作詞:米津玄師<br>作曲:ヤバいダパンプ<br>ゲスト:松尾芭蕉<br><br>アホが代は 先代にアルティメット先代に<br><br>五億年間汚され続けたクソ地面となりて<br><br>クソデカ毒に侵さた地球に宇宙のゴミにされるまで<br>https://shindanmaker.com/893413","","2"
"2019/9/30 19:33","🌱き゛ゅうにゅう","@rainy_comet","https://twitter.com/rainy_comet/status/1178618823361974274","クソが代<br><br>作詞:しらん奴<br>作曲:バルーン<br>その他:紫式部<br><br>クソが代は 無限代にクソ無限代に<br><br>クソデカ雑音の異常惑星となりて<br><br>極悪低音地球とかいう惑星に化石にされるまで<br>http://shindanmaker.com/893413","2","8"
"2019/9/30 18:56","あくりる(停止)","@poly_nion","https://twitter.com/poly_nion/status/1178609589618524161","君が代<br><br>作詞:豊田真由子<br>作曲:お前<br>イラスト:米津玄師<br><br>君が代は 零細代にクソ零細代に<br><br>よくわからん超伝導さざれ石となりて<br><br>お前が集まったみたいなクソ地面に国家を破壊し尽くされるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/30 18:45","中里","@nakazato_blb","https://twitter.com/nakazato_blb/status/1178606743472881664","ゴミが代<br><br>作詞:滝廉太郎<br>作曲:爆裂しとる小池百合子<br>絵:無敵の雪舟<br><br>ゴミが代は 先代にスーパー先代に<br><br>五億年間汚され続けた地球とかいう惑星となりて<br><br>ゴミのカスみたいな異常な高温太陽に化石にされるまで<br>http://shindanmaker.com/893413","","4"
"2019/9/30 18:44","加速🌊🐟","@ksk_nel","https://twitter.com/ksk_nel/status/1178606496596160513","ねこちゃんが代<br><br>作詞:米津玄師<br>作曲:安倍晋三<br>歌:米津玄師<br><br>ねこちゃんが代は 五千兆代にスーパー五千兆代に<br><br>ガチのクソのアホ隕石となりて<br><br>マジの屑のクソ灼熱太陽フレアに全身を吹き飛ばされるまで<br>https://shindanmaker.com/893413","","3"
"2019/9/30 8:37","あわび","@jk__a_o_i","https://twitter.com/jk__a_o_i/status/1178453874941710337","バカが代<br><br>作詞:ヤバい安倍晋三<br>作曲:安倍晋三<br>その他:アボガド6<br><br>バカが代は 宇宙一代に八宇宙一代に<br><br>異常にデカいアホ隕石となりて<br><br>雑魚みたいなさざれ石に存在を消されるまで<br>https://shindanmaker.com/893413","",""
"2019/9/30 5:16","partyman🎉","@partyman_mr","https://twitter.com/partyman_mr/status/1178403188925288449","バカが代<br><br>作詞:お前<br>作曲:毒ダパンプ<br>絵:松尾芭蕉<br><br>バカが代は 宇宙一代に超宇宙一代に<br><br>マジのカスの爆速さざれ石となりて<br><br>カスみたいなクソのゴミ惑星に全身を吹き飛ばされるまで<br>https://shindanmaker.com/893413 <br>罵倒3連発は草","",""
"2019/9/30 2:11","めるん","@M6yFa","https://twitter.com/M6yFa/status/1178356559413334021","君が代<br><br>作詞:滝廉太郎<br>作曲:星野源<br>ゲスト:バイオレントアボガド6<br><br>君が代は 世界代に超世界代に<br><br>マジカスすぎる究極さざれ石となりて<br><br>極悪低音クソ地面に二度とTwitter出来なくなるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/30 2:05","ぬめこ","@numeco_f","https://twitter.com/numeco_f/status/1178355042337751040","俺が代<br><br>作詞:爆裂しとる豊田真由子<br>作曲:バルーン<br>映像:ゲルニカ<br><br>俺が代は 無限代にハイパー無限代に<br><br>ゴミ屑以下のクソクソ地面となりて<br><br>ガチのクソの屑みたいな石に八つ裂きにされるまで<br>https://shindanmaker.com/893413 <br><br>石で八つ裂きにされる……？","",""
"2019/9/30 1:59","かや(尻","@Kaya_3258","https://twitter.com/Kaya_3258/status/1178353644166533120","無敵が代<br><br>作詞:中居正広<br>作曲:米津玄師<br>絵:アボガド6<br><br>無敵が代は 先代に極先代に<br><br>クソデカ銀河級超伝導さざれ石となりて<br><br>ダパンプらに破壊された異常な高温太陽に身体をバラバラにされるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/30 1:57","ﾜﾜﾎﾟﾎﾟﾁｬｿ♥♥","@waco69_k","https://twitter.com/waco69_k/status/1178353077499228161","平成が代<br><br>作詞:ダパンプ<br>作曲:安倍晋三<br>その他:お前<br><br>平成が代は 千代にエクストリーム千代に<br><br>爆裂しまくりのクソザコ隕石となりて<br><br>雑魚みたいなウンコ惑星にゴミ屑にされるまで<br>https://shindanmaker.com/893413","",""
"2019/9/30 1:55","🌈加藤蛾二郎🌈","@settingameyasun","https://twitter.com/settingameyasun/status/1178352707234480128","クソガキが代<br><br>作詞:無敵の吉幾三<br>作曲:しらん奴<br>絵:雪舟<br><br>クソガキが代は 先代に改先代に<br><br>爆裂しまくりの超究極スフィアとなりて<br><br>異常にクソみたいな超究極スフィアにグーパンされるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/30 1:52","🌾伊佐木🧟‍♀️新刊委託中🌾","@iknowisaki","https://twitter.com/iknowisaki/status/1178351938405978112","ボケカスが代<br><br>作詞:吉幾三<br>作曲:米津玄師<br>歌:いらすとや<br><br>ボケカスが代は 一億代にアルティメット一億代に<br><br>ゴミカスの雑魚惑星となりて<br><br>ゴミ共の集まった毒に侵さた地球に押しつぶされるまで<br>https://shindanmaker.com/893413","",""
"2019/9/30 1:49","⚡️: 𝕃𝕚𝕔𝕙𝕥","@r4y_8ls","https://twitter.com/r4y_8ls/status/1178351160547139584","アホが代<br><br>作詞:滝廉太郎<br>作曲:滝廉太郎<br>動画:ピカソ<br><br>アホが代は 次元代にエクストリーム次元代に<br><br>クソすぎる屑みたいな石となりて<br><br>極悪低音ゴミカスさざれ石に吉幾三みたいにされるまで<br>https://shindanmaker.com/893413","","4"
"2019/9/30 1:47","19noxx","@Tarou19x","https://twitter.com/Tarou19x/status/1178350512812412928","バカが代<br><br>作詞:毒しらん奴<br>作曲:星野源<br>その他:ガチゲルニカ<br><br>バカが代は 最強代にスーパー最強代に<br><br>マジのマジの超究極スフィアとなりて<br><br>クソデカゴミカスさざれ石に二度とTwitter出来なくなるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/30 1:43","朝霧きいね🔥💀🔥電脳ゲーマー","@asagiri_kiine","https://twitter.com/asagiri_kiine/status/1178349575368634369","クソが代<br><br>作詞:鬱の小池百合子<br>作曲:ヤバい吉幾三<br>動画:雪舟<br><br>クソが代は 人類代にクソ人類代に<br><br>五億年間汚され続けた超巨大隕石となりて<br><br>異常にデカくなった灼熱惑星地獄に跡形も残らず燃やされるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/30 0:35","正西","@massawest","https://twitter.com/massawest/status/1178332409189691392","君が代<br><br>作詞:狂ったお前<br>作曲:本田圭佑<br>その他:ガチお前<br><br>君が代は 人類代に八人類代に<br><br>爆裂しまくりのプルトニウムとなりて<br><br>クソデカ銀河級毒に侵さた地球にゴミ以下の存在に扱われるまで<br>https://shindanmaker.com/893413 <br>なんこれw","","2"
"2019/9/30 0:32","お母さん(おかあさん)","@miitan_0719","https://twitter.com/miitan_0719/status/1178331628109590530","カスが代<br><br>作詞:星野源<br>作曲:爆裂しとる滝廉太郎<br>歌:バイオレントゲルニカ<br><br>カスが代は 先代にエクストリーム先代に<br><br>ゴミ共の集まった屑みたいな石となりて<br><br>バカデカい屑みたいな石にグーパンされるまで<br>https://shindanmaker.com/893413","","4"
"2019/9/30 0:31","かふす","@sanahiro3737","https://twitter.com/sanahiro3737/status/1178331442792714242","ゴミが代<br><br>作詞:バルーン<br>作曲:安倍晋三<br>歌:松尾芭蕉<br><br>ゴミが代は 二千万代に爆二千万代に<br><br>マジのマジの超巨大隕石となりて<br><br>クソデカゴミカスさざれ石に国家を破壊し尽くされるまで<br>https://shindanmaker.com/893413","",""
"2019/9/29 23:12","超へたれＤＸ⭐️","@hetare_dx","https://twitter.com/hetare_dx/status/1178311683736924160","バカが代<br><br>作詞:バルーン<br>作曲:鬱の星野源<br>絵:紫式部<br><br>バカが代は 日本代に改日本代に<br><br>極悪低音爆速さざれ石となりて<br><br>五億年間汚され続けた灼熱惑星地獄にゴミ屑にされるまで<br>https://shindanmaker.com/893413","","3"
"2019/9/29 23:06","お母さん(おかあさん)","@miitan_0719","https://twitter.com/miitan_0719/status/1178310076081172481","お母さんが代<br><br>作詞:バイオレント吉幾三<br>作曲:安倍晋三<br>その他:松尾芭蕉<br><br>お母さんが代は 一億代にエクストリーム一億代に<br><br>クソみたいな人類に侵された異常な高温太陽となりて<br><br>ゴミ共の集まった超巨大隕石に銀河ごとぶっ飛ばされるまで<br>https://shindanmaker.com/893413","","2"
"2019/9/29 23:04","はんぞー","@Hanzo_0304","https://twitter.com/Hanzo_0304/status/1178309639361794050","ゴミが代<br><br>作詞:鬱の本田圭佑<br>作曲:滝廉太郎<br>イラスト:バイオレントアボガド6<br><br>ゴミが代は 五千兆代にエクストリーム五千兆代に<br><br>異常にデカいクソザコ隕石となりて<br><br>クソザコの超究極スフィアに宇宙のゴミにされるまで<br>https://shindanmaker.com/893413 <br>五千兆代w","","1"
"2019/9/29 22:37","melon_frz","@melon_frz","https://twitter.com/melon_frz/status/1178302665937154049","お前が代<br><br>作詞:滝廉太郎<br>作曲:お前<br>歌:ピカソ<br><br>お前が代は 人類代にガチ人類代に<br><br>異常にクソみたいな超伝導さざれ石となりて<br><br>頭がおかしい雑魚惑星に化石にされるまで<br>https://shindanmaker.com/893413","",""
"2019/9/29 22:36","おば","@obachan_0623","https://twitter.com/obachan_0623/status/1178302423493828608","無敵が代<br><br>作詞:吉幾三<br>作曲:吉幾三<br>BGA:フェルメール<br><br>無敵が代は 無敵代にエクストリーム無敵代に<br><br>ゴミ生物だらけのクソ惑星となりて<br><br>雑魚みたいなさざれ石にグーパンされるまで<br>https://shindanmaker.com/893413","","2"
"2019/9/29 22:05","🍣フジシロアヤ🍣","@emerald_cats3y3","https://twitter.com/emerald_cats3y3/status/1178294712513388545","アホが代<br><br>作詞:しらん奴<br>作曲:本田圭佑<br>映像:ピカソ<br><br>アホが代は 日本代にガチ日本代に<br><br>クソデカ地球とかいう惑星となりて<br><br>クソみたいな人類に侵された汚れた惑星に身体をバラバラにされるまで<br>https://shindanmaker.com/893413","","7"
"2019/9/29 22:01","きょ","@necoyankey","https://twitter.com/necoyankey/status/1178293612292931586","アホが代<br><br>作詞:バルーン<br>作曲:中居正広<br>絵:雪舟<br><br>アホが代は 二千万代にハイパー二千万代に<br><br>クソデカクソ地面となりて<br><br>クソみたいな人類に侵されたクソザコ隕石にグーパンされるまで<br>https://shindanmaker.com/893413","","3"
"2019/9/29 21:53","あけぼのエル 在宅","@tkk1222_01","https://twitter.com/tkk1222_01/status/1178291712906579968","誰が代<br><br>作詞:与謝野晶子<br>作曲:与謝野晶子<br>BGA:ゲルニカ<br><br>誰が代は 宇宙代に新宇宙代に<br><br>めちゃくちゃデカい灼熱太陽フレアとなりて<br><br>極悪低音超究極球体に跡形も残らず消し飛ばすまで<br>https://shindanmaker.com/893413","",""
"2019/9/29 21:42","生と死","@CreamyBusu","https://twitter.com/CreamyBusu/status/1178289021564227585","ウンコが代<br><br>作詞:バルーン<br>作曲:無敵の本田圭佑<br>背景:米津玄師<br><br>ウンコが代は 先代にアルティメット先代に<br><br>めちゃくちゃデカい超巨大隕石となりて<br><br>クソみたいな人類に侵された異常な高温太陽にゴミ以下の存在に扱われるまで<br>https://shindanmaker.com/893413","1",""
"2019/9/29 20:56","【DMゆっくり解説】がぶりあえすけー","@kenmaiGaburiask","https://twitter.com/kenmaiGaburiask/status/1178277292507688960","ボケカスが代<br><br>作詞:与謝野晶子<br>作曲:狂った吉幾三<br>イラスト:松尾芭蕉<br><br>ボケカスが代は 無敵代に超無敵代に<br><br>ゴミ共の集まったクソのゴミ惑星となりて<br><br>雑魚みたいなクソザコ隕石に銀河ごとぶっ飛ばされるまで<br>https://shindanmaker.com/893413","",""
"2019/9/29 20:42","まかろん","@Makaron1219","https://twitter.com/Makaron1219/status/1178273932794724352","俺が代<br><br>作詞:吉幾三<br>作曲:ヤバいバルーン<br>動画:いらすとや<br><br>俺が代は 人類代に爆人類代に<br><br>異常にデカくなったウンコ惑星となりて<br><br>ゴミのカスみたいなクソのゴミ惑星に地面の微生物と一体化するまで<br>https://shindanmaker.com/893413","","1"
"2019/9/29 18:35","ふぁ～じ","@phage_the_bacte","https://twitter.com/phage_the_bacte/status/1178241860197683200","舐めすぎが代<br><br>作詞:中居正広<br>作曲:中居正広<br>BGA:ゲルニカ<br><br>舐めすぎが代は 先代に新先代に<br><br>与謝野晶子らに破壊された灼熱太陽フレアとなりて<br><br>ゴミ屑以下のクソ異常惑星に銀河ごとぶっ飛ばされるまで<br>https://shindanmaker.com/893413","",""
"2019/9/29 18:07","ろ","@Ropesbesu","https://twitter.com/Ropesbesu/status/1178234752907628545","平成が代<br><br>作詞:滝廉太郎<br>作曲:本田圭佑<br>Movie:爆裂しとるアボガド6<br><br>平成が代は 二千万代にガチ二千万代に<br><br>ウルトラウンコの汚れた惑星となりて<br><br>マジのカスのクソ惑星に国家を破壊し尽くされるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/29 18:06","虚無","@vWvUPTLwtlvAF76","https://twitter.com/vWvUPTLwtlvAF76/status/1178234702089506817","ゴミが代<br><br>作詞:与謝野晶子<br>作曲:爆裂しとるしらん奴<br>監督:いらすとや<br><br>ゴミが代は 先代にクソ先代に<br><br>ゴミカスの毒に侵さた地球となりて<br><br>バイオレント地球とかいう惑星に宇宙の果てまで飛ばされるまで<br>https://shindanmaker.com/893413","","4"
"2019/9/29 17:46","Dr.もけвние","@ussr_tonchikie","https://twitter.com/ussr_tonchikie/status/1178229614692323328","誰が代<br><br>作詞:Skrillex<br>作曲:お前<br>絵:バイオレント松尾芭蕉<br><br>誰が代は 日本代に極日本代に<br><br>よくわからんクソザコ隕石となりて<br><br>宇宙のチリよりカスなただの石の塊に骨だけにされるまで<br>https://shindanmaker.com/893413","1","2"
"2019/9/29 17:38","中里","@nakazato_blb","https://twitter.com/nakazato_blb/status/1178227537823952896","ゴミが代<br><br>作詞:滝廉太郎<br>作曲:爆裂しとる小池百合子<br>絵:無敵の雪舟<br><br>ゴミが代は 先代にスーパー先代に<br><br>五億年間汚され続けた地球とかいう惑星となりて<br><br>ゴミのカスみたいな異常な高温太陽に化石にされるまで<br>https://shindanmaker.com/893413","","4"
"2019/9/29 16:37","人生ダルビッシュ","@jinsei_veryhard","https://twitter.com/jinsei_veryhard/status/1178212159479697409","クソが代<br><br>作詞:お前<br>作曲:お前<br>Movie:いらすとや<br><br>クソが代は 現代にクソ現代に<br><br>異常にデカい地球とかいう惑星となりて<br><br>マジのマジのクソのゴミ惑星に地面に埋められるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/29 16:34","10万円寄付マン","@heatleom","https://twitter.com/heatleom/status/1178211360678629377","ひぃとれおむが代<br><br>作詞:星野源<br>作曲:与謝野晶子<br>BGA:爆裂しとる雪舟<br><br>ゴミが代は 五千兆代に新五千兆代に<br><br>ゴミのカスみたいな毒に侵さた地球となりて<br><br>めちゃくちゃデカい爆速さざれ石に跡形も残らず燃やされるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/29 16:26","もじろう","@manami_ksks","https://twitter.com/manami_ksks/status/1178209489549312001","ガキが代<br><br>作詞:バルーン<br>作曲:爆裂しとる星野源<br>動画:いらすとや<br><br>ガキが代は 無限代に超無限代に<br><br>クソデカ雑音のゴミカスさざれ石となりて<br><br>クソデカ雑音のアホ隕石に存在を消されるまで<br>https://shindanmaker.com/893413","",""
"2019/9/29 16:26","こぜに","@kozeni0505","https://twitter.com/kozeni0505/status/1178209311962456065","クソが代<br><br>作詞:ガチ中居正広<br>作曲:吉幾三<br>Movie:毒ゲルニカ<br><br>クソが代は 現代にメガ現代に<br><br>めちゃくちゃ究極のクソザコ隕石となりて<br><br>頭がおかしいゴミカスさざれ石に吉幾三みたいにされるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/29 16:25","りつぃうむ@生後10ヶ月","@li_thium_pri","https://twitter.com/li_thium_pri/status/1178209182694039553","バカが代<br><br>作詞:中居正広<br>作曲:安倍晋三<br>Movie:無敵の松尾芭蕉<br><br>バカが代は 人類代に超人類代に<br><br>爆裂しまくりの灼熱惑星地獄となりて<br><br>クソみたいな人類に侵された超究極スフィアに跡形も残らず燃やされるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/29 16:25","ガンバラナイト（にしまき）","@zv_zd","https://twitter.com/zv_zd/status/1178209042327621637","ボケカスが代<br><br>作詞:豊田真由子<br>作曲:鬱の米津玄師<br>BGA:バイオレントアボガド6<br><br>ボケカスが代は 宇宙代にアルティメット宇宙代に<br><br>めちゃアホみたいなウンコ惑星となりて<br><br>爆裂しまくりのクソのゴミ惑星に体を粉々にされるまで<br>https://shindanmaker.com/893413","",""
"2019/9/29 16:24","長ネギさん太郎","@ngng_sun_taroo","https://twitter.com/ngng_sun_taroo/status/1178208924194889730","ガキが代<br><br>作詞:米津玄師<br>作曲:中居正広<br>監督:紫式部<br><br>ガキが代は 無敵代にウルトラ無敵代に<br><br>極悪低音爆速さざれ石となりて<br><br>異常にデカくなった爆速さざれ石に地面に埋められるまで<br>https://shindanmaker.com/893413 <br>監督ってなんだよ","","1"
"2019/9/29 16:23","なも","@senketuno","https://twitter.com/senketuno/status/1178208642052440064","カスが代<br><br>作詞:ダパンプ<br>作曲:星野源<br>その他:アボガド6<br><br>カスが代は 宇宙代に極宇宙代に<br><br>豊田真由子らに汚された超究極スフィアとなりて<br><br>豊田真由子らに破壊された超究極スフィアに消し飛ばされるまで<br>https://shindanmaker.com/893413","","1"
"2019/9/29 16:22","Lactée","@32K_love","https://twitter.com/32K_love/status/1178208298060828673","アホが代<br><br>作詞:爆裂しとる小池百合子<br>作曲:バイオレント本田圭佑<br>映像:ゲルニカ<br><br>アホが代は 零細代にウルトラ零細代に<br><br>ガチのクソのウンコ惑星となりて<br><br>マジのカスの超究極スフィアに二度とTwitter出来なくなるまで<br>https://shindanmaker.com/893413","","6"
"2019/9/29 16:21","うしみつ","@UshinHoney","https://twitter.com/UshinHoney/status/1178208246466613249","うしみつが代<br><br>作詞:安倍晋三<br>作曲:爆裂しとる中居正広<br>映像:松尾芭蕉<br><br>うしみつが代は 次元代にギガ次元代に<br><br>極悪低音クソのゴミ惑星となりて<br><br>星野源らに破壊されたクソザコ隕石にゴミカスにされるまで<br>https://shindanmaker.com/893413","2","2"
"2019/9/29 16:20","なのはなぐらむ","@Nano_87g","https://twitter.com/Nano_87g/status/1178207817485783042","バカが代<br><br>作詞:お前<br>作曲:死にたい中居正広<br>BGA:米津玄師<br><br>バカが代は 二千万代にエクストリーム二千万代に<br><br>クソデカ雑音のクソのゴミ惑星となりて<br><br>カスみたいな超巨大隕石にグーパンされるまで<br>https://shindanmaker.com/893413","",""
